alert_id,created_at,alert_type,severity,title,description,entity_type,entity_id,threshold_value,actual_value,status,assigned_to,resolved_at,resolution_notes,auto_generated,escalation_level,related_alerts
ALT-003655,2024-03-03T02:00:00Z,Price spike,High,Price spike detected for PO-130248,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-130248,64.27,102.56,resolved,USR-0017,2024-03-21T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003656,2023-12-01T04:00:00Z,Price spike,High,Price spike detected for PO-126139,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-126139,72.43,34.4,resolved,USR-0069,2023-12-12T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003657,2023-11-23T12:00:00Z,Stock overstock,Low,Stock overstock detected for INV-AU-CTN,Automated monitoring threshold exceeded; review recommended.,inventory,INV-AU-CTN,61.12,36.54,resolved,USR-0008,2023-12-23T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003658,2021-09-15T19:00:00Z,Stock overstock,Low,Stock overstock detected for INV-MX-STL,Automated monitoring threshold exceeded; review recommended.,inventory,INV-MX-STL,57.3,77.91,resolved,USR-0002,2021-09-27T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003659,2020-02-29T10:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0265,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0265,31.9,117.81,open,USR-0028,,,true,1,[]
ALT-003660,2018-03-20T04:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0057,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0057,22.9,57.25,resolved,USR-0041,2018-03-25T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003661,2018-03-16T00:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0006,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0006,63.23,64.37,open,USR-0064,,,true,3,[]
ALT-003662,2022-02-09T09:00:00Z,Price spike,High,Price spike detected for PO-139131,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-139131,49.59,117.87,open,USR-0051,,,true,1,[]
ALT-003663,2019-05-25T05:00:00Z,Stock overstock,Low,Stock overstock detected for INV-KR-NIC,Automated monitoring threshold exceeded; review recommended.,inventory,INV-KR-NIC,37.17,17.95,open,USR-0076,,,true,0,[]
ALT-003664,2018-10-16T08:00:00Z,Stock low,Medium,Stock low detected for INV-CA-LIT,Automated monitoring threshold exceeded; review recommended.,inventory,INV-CA-LIT,92.21,91.47,resolved,USR-0081,2018-10-21T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003665,2016-01-29T06:00:00Z,Demand surge,High,Demand surge detected for PO-113007,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-113007,75.43,44.6,resolved,USR-0084,2016-02-23T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003666,2021-06-21T08:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0108,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0108,66.43,59.52,resolved,USR-0058,2021-07-09T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003667,2019-11-18T03:00:00Z,Stock overstock,Low,Stock overstock detected for INV-MX-STL,Automated monitoring threshold exceeded; review recommended.,inventory,INV-MX-STL,77.44,94.04,open,USR-0020,,,true,2,[]
ALT-003668,2018-02-22T21:00:00Z,Stock overstock,Low,Stock overstock detected for INV-ZA-SEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-ZA-SEM,87.73,68.28,open,USR-0042,,,true,0,[]
ALT-003669,2019-07-29T13:00:00Z,Stock low,Medium,Stock low detected for INV-PL-COP,Automated monitoring threshold exceeded; review recommended.,inventory,INV-PL-COP,64.6,132.7,resolved,USR-0017,2019-08-14T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003670,2019-08-26T15:00:00Z,Price spike,High,Price spike detected for PO-130299,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-130299,82.44,137.93,resolved,USR-0047,2019-08-28T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003671,2016-11-23T04:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0196,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0196,10.08,79.08,open,USR-0084,,,true,1,[]
ALT-003672,2023-01-08T18:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-148667,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-148667,51.56,13.13,open,USR-0010,,,true,3,[]
ALT-003673,2016-03-11T23:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0045,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0045,37.26,67.8,open,USR-0042,,,true,2,[]
ALT-003674,2019-10-05T03:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0044,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0044,70.15,136.51,resolved,USR-0035,2019-10-18T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003675,2023-08-14T18:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0187,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0187,93.95,50.29,resolved,USR-0085,2023-08-26T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003676,2024-08-11T15:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-142769,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-142769,16.44,139.25,resolved,USR-0030,2024-08-26T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003677,2024-11-20T02:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0104,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0104,92.0,87.59,open,USR-0033,,,true,0,[]
ALT-003678,2016-05-13T04:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0048,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0048,96.09,134.72,resolved,USR-0039,2016-06-08T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003679,2022-12-09T06:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-120018,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-120018,52.39,62.08,resolved,USR-0043,2023-01-05T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003680,2016-09-01T08:00:00Z,Demand surge,High,Demand surge detected for PO-134667,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-134667,36.31,49.96,resolved,USR-0076,2016-09-02T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003681,2019-09-17T20:00:00Z,Demand surge,High,Demand surge detected for PO-116913,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-116913,46.96,95.75,open,USR-0050,,,true,2,[]
ALT-003682,2017-07-17T21:00:00Z,Stock overstock,Low,Stock overstock detected for INV-TR-STL,Automated monitoring threshold exceeded; review recommended.,inventory,INV-TR-STL,99.04,43.44,resolved,USR-0001,2017-08-15T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003683,2022-10-22T18:00:00Z,Demand surge,High,Demand surge detected for PO-133197,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-133197,36.86,77.23,resolved,USR-0001,2022-10-24T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003684,2021-03-06T21:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0255,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0255,37.11,32.36,resolved,USR-0053,2021-03-12T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003685,2017-08-21T13:00:00Z,Price spike,High,Price spike detected for PO-111341,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-111341,47.78,24.55,resolved,USR-0037,2017-09-12T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003686,2018-01-08T13:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0097,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0097,36.0,33.18,resolved,USR-0048,2018-01-15T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003687,2016-12-03T17:00:00Z,Price spike,High,Price spike detected for PO-127420,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-127420,41.35,63.17,resolved,USR-0022,2016-12-20T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003688,2019-12-30T06:00:00Z,Stock overstock,Low,Stock overstock detected for INV-PL-TIM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-PL-TIM,32.73,59.86,resolved,USR-0039,2020-01-06T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003689,2021-04-20T02:00:00Z,Quality failure,Critical,Quality failure detected for SUP-0017,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0017,53.71,34.32,resolved,USR-0024,2021-04-22T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003690,2017-08-08T00:00:00Z,Stock overstock,Low,Stock overstock detected for INV-IN-NIC,Automated monitoring threshold exceeded; review recommended.,inventory,INV-IN-NIC,73.29,139.72,resolved,USR-0084,2017-08-28T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003691,2016-03-12T20:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0184,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0184,75.21,58.06,resolved,USR-0053,2016-03-25T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003692,2017-08-18T20:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0197,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0197,10.48,26.95,resolved,USR-0038,2017-08-21T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003693,2021-07-28T22:00:00Z,Payment overdue,Medium,Payment overdue detected for CUS-0175,Automated monitoring threshold exceeded; review recommended.,customer,CUS-0175,88.45,93.22,resolved,USR-0068,2021-07-31T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003694,2021-04-08T08:00:00Z,Stock low,Medium,Stock low detected for INV-BR-COP,Automated monitoring threshold exceeded; review recommended.,inventory,INV-BR-COP,35.27,83.49,open,USR-0045,,,true,3,[]
ALT-003695,2022-12-25T04:00:00Z,Stock low,Medium,Stock low detected for INV-MX-TIM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-MX-TIM,70.92,139.31,resolved,USR-0003,2023-01-20T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003696,2019-02-08T09:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0104,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0104,94.64,77.28,resolved,USR-0017,2019-02-16T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003697,2021-08-23T01:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0176,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0176,62.33,25.15,open,USR-0077,,,true,2,[]
ALT-003698,2020-01-30T20:00:00Z,Stock low,Medium,Stock low detected for INV-VN-STL,Automated monitoring threshold exceeded; review recommended.,inventory,INV-VN-STL,41.67,106.44,open,USR-0041,,,true,3,[]
ALT-003699,2018-05-06T18:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0181,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0181,15.31,23.74,resolved,USR-0075,2018-05-10T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003700,2015-02-04T02:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0203,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0203,87.56,26.83,resolved,USR-0026,2015-03-01T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003701,2016-03-27T20:00:00Z,Price spike,High,Price spike detected for PO-132300,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-132300,83.13,73.41,resolved,USR-0051,2016-03-29T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003702,2023-01-13T17:00:00Z,Demand surge,High,Demand surge detected for PO-120182,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-120182,94.57,53.13,resolved,USR-0078,2023-02-10T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003703,2020-07-08T20:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0123,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0123,59.72,81.99,resolved,USR-0004,2020-07-24T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003704,2017-05-03T06:00:00Z,Risk score spike,Critical,Risk score spike detected for SUP-0187,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0187,90.96,121.07,resolved,USR-0055,2017-05-24T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003705,2023-04-03T08:00:00Z,Stock overstock,Low,Stock overstock detected for INV-US-PLA,Automated monitoring threshold exceeded; review recommended.,inventory,INV-US-PLA,64.02,58.23,open,USR-0014,,,true,0,[]
ALT-003706,2023-05-18T18:00:00Z,Demand surge,High,Demand surge detected for PO-135195,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-135195,24.56,76.79,resolved,USR-0032,2023-06-08T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003707,2017-08-28T20:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0140,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0140,61.25,41.46,resolved,USR-0046,2017-09-01T12:00:00Z,Supplier contacted and mitigation recorded,true,3,[]
ALT-003708,2023-12-13T20:00:00Z,Stock low,Medium,Stock low detected for INV-IN-CEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-IN-CEM,28.4,22.38,resolved,USR-0014,2023-12-24T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003709,2021-06-08T19:00:00Z,Stock overstock,Low,Stock overstock detected for INV-JP-ALM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-JP-ALM,31.8,120.11,open,USR-0040,,,true,1,[]
ALT-003710,2018-06-03T15:00:00Z,Price spike,High,Price spike detected for PO-135843,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-135843,89.21,95.29,resolved,USR-0002,2018-06-21T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003711,2018-10-23T12:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-149636,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-149636,38.81,57.33,resolved,USR-0020,2018-11-20T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003712,2017-09-20T06:00:00Z,Stock overstock,Low,Stock overstock detected for INV-BR-PAP,Automated monitoring threshold exceeded; review recommended.,inventory,INV-BR-PAP,61.75,106.84,open,USR-0081,,,true,0,[]
ALT-003713,2019-02-21T21:00:00Z,Stock overstock,Low,Stock overstock detected for INV-MX-SEM,Automated monitoring threshold exceeded; review recommended.,inventory,INV-MX-SEM,92.52,134.84,resolved,USR-0040,2019-02-22T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
ALT-003714,2017-09-17T08:00:00Z,Stock low,Medium,Stock low detected for INV-IN-NIC,Automated monitoring threshold exceeded; review recommended.,inventory,INV-IN-NIC,13.51,139.63,open,USR-0029,,,true,1,[]
ALT-003715,2022-05-14T08:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0148,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0148,87.33,57.76,open,USR-0015,,,true,2,[]
ALT-003716,2016-02-05T13:00:00Z,Stock overstock,Low,Stock overstock detected for INV-CA-PAP,Automated monitoring threshold exceeded; review recommended.,inventory,INV-CA-PAP,74.61,62.33,open,USR-0071,,,true,0,[]
ALT-003717,2015-12-20T22:00:00Z,Contract expiring,Medium,Contract expiring detected for SUP-0034,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0034,99.99,93.58,resolved,USR-0078,2016-01-11T12:00:00Z,Supplier contacted and mitigation recorded,true,1,[]
ALT-003718,2021-02-01T14:00:00Z,Anomaly detected,High,Anomaly detected detected for PO-115063,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-115063,47.29,125.09,open,USR-0038,,,true,0,[]
ALT-003719,2019-06-19T06:00:00Z,Supplier delay,High,Supplier delay detected for SUP-0052,Automated monitoring threshold exceeded; review recommended.,supplier,SUP-0052,74.49,53.76,resolved,USR-0083,2019-07-10T12:00:00Z,Supplier contacted and mitigation recorded,true,2,[]
ALT-003720,2024-01-17T05:00:00Z,Demand surge,High,Demand surge detected for PO-127998,Automated monitoring threshold exceeded; review recommended.,purchase_order,PO-127998,63.35,48.91,resolved,USR-0052,2024-01-28T12:00:00Z,Supplier contacted and mitigation recorded,true,0,[]
